image_id,model,original_path,upscaled_path,original_width,original_height,original_format,upscaled_width,upscaled_height,upscaled_format,ssim,ms_ssim,psnr,lpips,sharpness,sharpness_diff_pct,contrast,contrast_diff_pct,entropy,noise,edge_density,edge_diff_pct,artifact_block,artifact_ringing,artifact_total,delta_e,high_freq_ratio,texture_complexity,local_quality_mean,local_quality_std,local_quality_min,histogram_corr,lab_L_mean,total_score,detection_count,detected_patterns,confidence_level
00000013_001,model1_TAA_standard,E:\Analysis\images_base\00000013_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9593,0.9896,34.4,0.18,3.62,-46.1,47.06,-0.4,7.427,4.1,1.48,21.0,498.74,49.04,547.78,1.17,0.4476513222394447,6.037268517538905,0.958,0.0346,0.1503,0.9927,124.68678760528564,55.8,6,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low PSNR, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00000013_002,model1_TAA_standard,E:\Analysis\images_base\00000013_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.946,0.9893,36.74,0.2082,1.72,-56.3,48.07,0.0,7.374,2.86,0.69,32.5,356.02,41.32,397.34,1.07,0.3956068167529535,4.69410851597786,0.9432,0.0684,0.5077,0.7446,104.80533027648926,54.2,4,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:High Noise, 単独:High Artifacts",Medium
00000013_003,model1_TAA_standard,E:\Analysis\images_base\00000013_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9632,0.9905,36.97,0.181,1.65,-58.3,55.18,-0.9,7.339,2.5,0.64,13.2,301.47,48.74,350.21000000000004,0.98,0.4135364710605871,4.21309850178659,0.9599,0.0377,0.2946,0.7837,127.02200889587402,54.6,1,P2:シャープ高×Noise高,Low
00000013_004,model1_TAA_standard,E:\Analysis\images_base\00000013_004.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_004_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9542,0.9879,33.85,0.1999,3.1,-59.4,47.1,-0.7,7.457,3.61,1.24,33.3,443.19,50.59,493.78,1.21,0.4417455329139729,5.447022914886475,0.9525,0.0423,0.2872,0.955,113.7082691192627,55.2,7,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low MS-SSIM, 単独:Low PSNR, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00000013_005,model1_TAA_standard,E:\Analysis\images_base\00000013_005.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_005_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.949,0.9879,35.29,0.2213,2.7,-56.3,44.71,-0.5,7.374,3.28,0.91,17.8,404.43,48.25,452.68,1.15,0.439479553729929,4.925821982324123,0.947,0.0461,0.2724,0.9688,100.16826629638672,54.0,6,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low MS-SSIM, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00000013_006,model1_TAA_standard,E:\Analysis\images_base\00000013_006.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_006_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9598,0.9908,36.25,0.1421,3.26,-33.7,70.36,-0.3,7.201,3.3,1.3,44.5,415.47,54.96,470.43,1.01,0.4193652639455755,5.577379669994116,0.9579,0.0451,0.4407,0.9884,127.99112510681152,58.3,5,"P2:シャープ高×Noise高, P4:Artifacts高, P7:Entropy低×高周波高, 単独:High Noise, 単独:High Artifacts",High
00000013_007,model1_TAA_standard,E:\Analysis\images_base\00000013_007.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_007_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.952,0.9881,35.98,0.2004,3.25,-36.0,56.97,-0.3,7.533,3.64,1.12,38.3,427.84,51.5,479.34,1.12,0.4173108118757311,5.792676117271185,0.9513,0.0355,0.0333,0.8544,143.5385866165161,57.2,5,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low MS-SSIM, 単独:High Noise, 単独:High Artifacts",High
00000013_008,model1_TAA_standard,E:\Analysis\images_base\00000013_008.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_008_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9476,0.9865,34.04,0.2165,2.96,-38.6,60.78,-0.2,7.565,3.41,1.21,90.9,427.95,50.72,478.67,1.18,0.4344138075630376,5.396269038319588,0.9456,0.0478,0.1688,0.9455,138.82855033874512,57.3,7,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low MS-SSIM, 単独:Low PSNR, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00000013_009,model1_TAA_standard,E:\Analysis\images_base\00000013_009.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_009_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9382,0.9888,34.36,0.1739,3.08,-56.3,63.67,0.3,7.537,3.31,1.13,27.1,425.6,51.71,477.31,1.19,0.4037194787395616,5.516056660562754,0.9358,0.0814,0.4813,0.4025,127.66310501098631,57.8,9,"P2:シャープ高×Noise高, P3:エッジ高×品質低, P4:Artifacts高, P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:Low PSNR, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00000013_010,model1_TAA_standard,E:\Analysis\images_base\00000013_010.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_010_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9463,0.9876,35.2,0.2128,2.72,-42.2,56.2,-0.3,7.538,3.25,1.07,42.1,428.08,51.9,479.98,1.16,0.4106216689669238,5.517983632162213,0.9434,0.0478,0.446,0.8109,118.6532506942749,56.7,6,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low MS-SSIM, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00000013_011,model1_TAA_standard,E:\Analysis\images_base\00000013_011.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_011_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9544,0.9888,33.92,0.207,2.45,-64.3,55.52,-0.3,7.72,3.54,1.15,48.7,430.42,48.69,479.11,1.17,0.4025306549693377,5.442874487489462,0.9528,0.0316,0.4606,0.9849,147.13127040863037,56.8,7,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low MS-SSIM, 単独:Low PSNR, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00000013_012,model1_TAA_standard,E:\Analysis\images_base\00000013_012.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_012_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9457,0.9879,35.49,0.2203,2.4,-43.8,55.96,-0.2,7.534,3.21,1.13,58.9,413.62,47.18,460.8,1.12,0.3948252648507032,5.315786981955171,0.9442,0.0392,0.5618,0.7344,123.10182666778564,56.5,5,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low MS-SSIM, 単独:High Noise, 単独:High Artifacts",High
00000013_013,model1_TAA_standard,E:\Analysis\images_base\00000013_013.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_013_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9475,0.9871,35.3,0.247,1.92,-58.3,49.2,-0.8,7.487,3.17,0.86,63.3,390.26,45.56,435.82,1.16,0.3973465226090491,5.15622166916728,0.9458,0.0285,0.5689,0.9812,144.84036350250244,55.2,6,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low MS-SSIM, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00000013_014,model1_TAA_standard,E:\Analysis\images_base\00000013_014.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_014_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9645,0.9913,41.35,0.1834,0.43,-37.9,29.02,-1.2,6.525,2.13,0.09,180.6,208.85,42.21,251.06,0.94,0.4224425430126508,2.7768510952591896,0.9637,0.0285,0.5205,0.9785,120.72104740142822,47.5,3,"P7:Entropy低×高周波高, 単独:Low Contrast, 単独:Low Entropy",Medium
00000013_015,model1_TAA_standard,E:\Analysis\images_base\00000013_015.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_015_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9685,0.9915,40.88,0.1689,0.58,-13.4,29.4,-1.1,6.568,2.13,0.14,161.9,202.69,30.07,232.76,0.94,0.4591109270288744,2.646949840709567,0.9673,0.0221,0.6172,0.9907,120.50035572052002,47.5,4,"P7:Entropy低×高周波高, 単独:Low Contrast, 単独:Low Entropy, 単独:Low Texture",Medium
00000013_016,model1_TAA_standard,E:\Analysis\images_base\00000013_016.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_016_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9682,0.9911,41.03,0.1779,0.47,-23.6,28.2,-0.9,6.505,2.1,0.13,207.1,186.86,26.67,213.53000000000003,0.94,0.4398662104487732,2.346211653202772,0.9668,0.0202,0.5825,0.9916,121.3984956741333,46.9,4,"P7:Entropy低×高周波高, 単独:Low Contrast, 単独:Low Entropy, 単独:Low Texture",Medium
00000013_017,model1_TAA_standard,E:\Analysis\images_base\00000013_017.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_017_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9686,0.9915,41.14,0.1623,0.59,-24.0,32.62,-1.2,6.69,2.13,0.11,60.3,210.61,43.11,253.72000000000003,0.95,0.4312138877701141,2.764891237020493,0.9677,0.0209,0.3873,0.9849,118.65956497192384,48.3,3,"P7:Entropy低×高周波高, 単独:Low Contrast, 単独:Low Entropy",Medium
00000013_018,model1_TAA_standard,E:\Analysis\images_base\00000013_018.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_018_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9469,0.9876,34.28,0.241,1.84,-54.5,48.58,0.5,7.479,3.15,0.81,9.1,362.12,50.29,412.41,1.21,0.3820095343937734,5.335496049374342,0.9435,0.0579,-0.1291,0.9542,106.99453830718994,55.4,7,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low MS-SSIM, 単独:Low PSNR, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00000013_019,model1_TAA_standard,E:\Analysis\images_base\00000013_019.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_019_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9675,0.9913,40.8,0.171,0.62,-12.7,30.86,-0.8,6.661,2.25,0.15,202.4,221.95,40.4,262.35,0.95,0.4450818883058636,2.909669643267989,0.9665,0.0224,0.6068,0.9906,120.99656581878662,48.2,3,"P7:Entropy低×高周波高, 単独:Low Contrast, 単独:Low Entropy",Medium
00000013_020,model1_TAA_standard,E:\Analysis\images_base\00000013_020.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_020_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.968,0.9913,40.38,0.1651,0.5,-19.9,36.01,-0.4,6.766,2.21,0.14,601.4,212.41,37.74,250.15,0.94,0.4294324360017084,2.828152854926884,0.9665,0.0249,0.4698,0.9878,115.76850509643556,49.0,3,"P7:Entropy低×高周波高, 単独:Low Contrast, 単独:Low Entropy",Medium
00000013_021,model1_TAA_standard,E:\Analysis\images_base\00000013_021.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_021_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9628,0.991,41.11,0.1728,0.57,-17.1,35.0,-0.1,6.681,2.12,0.13,170.8,213.86,31.04,244.9,0.94,0.4425425950667769,2.7009715419262648,0.9615,0.035,0.5518,0.962,117.27775859832764,48.6,4,"P7:Entropy低×高周波高, 単独:Low Contrast, 単独:Low Entropy, 単独:Low Texture",Medium
00000013_022,model1_TAA_standard,E:\Analysis\images_base\00000013_022.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_022_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9357,0.9904,38.1,0.2152,1.36,-34.0,67.09,-0.1,7.645,2.61,0.47,47.5,348.81,53.9,402.71,1.08,0.3974137735306098,5.3520869091153145,0.9345,0.0629,0.3915,0.3515,106.74810314178468,58.3,3,"P4:Artifacts高, 単独:Low HistCorr, 単独:High Artifacts",Medium
00000013_023,model1_TAA_standard,E:\Analysis\images_base\00000013_023.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_023_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9703,0.9922,35.82,0.1622,1.67,-66.5,46.25,-0.8,7.355,2.4,0.41,-33.4,255.89,55.43,311.32,1.0,0.460561373919284,3.8795030023902655,0.9578,0.0923,0.1927,0.9588,123.12462902069092,53.0,1,P6:品質ばらつき大,Low
00000013_024,model1_TAA_standard,E:\Analysis\images_base\00000013_024.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_024_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9701,0.9927,38.37,0.1747,1.12,-55.9,52.25,-0.7,7.553,2.25,0.35,39.5,241.73,52.8,294.53,0.91,0.4178266623936963,3.841017954982817,0.9691,0.0324,0.2581,0.9334,133.02437496185303,54.1,0,None,Normal
00000013_025,model1_TAA_standard,E:\Analysis\images_base\00000013_025.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_025_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9278,0.9901,37.68,0.2075,1.43,-28.6,67.66,0.3,7.591,2.62,0.51,52.1,345.9,49.11,395.01,1.1,0.4086615323726999,5.092178005725145,0.9253,0.0853,0.1803,0.1688,100.7969741821289,57.9,5,"P4:Artifacts高, 単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr, 単独:High Artifacts",High
00000013_026,model1_TAA_standard,E:\Analysis\images_base\00000013_026.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_026_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9609,0.9932,36.44,0.1424,2.13,-60.2,51.01,-0.3,7.309,2.49,0.43,-33.5,285.53,50.98,336.51,0.98,0.4373258590162819,4.099986646324396,0.9503,0.1026,0.1207,0.8232,120.49850749969482,53.8,2,"P2:シャープ高×Noise高, P6:品質ばらつき大",Low
00000013_027,model1_TAA_standard,E:\Analysis\images_base\00000013_027.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_027_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9692,0.9922,35.64,0.1494,1.84,-49.6,47.65,-0.1,7.321,2.46,0.48,-16.3,260.51,51.95,312.46,0.98,0.4606464972722449,3.648493923246861,0.9572,0.0932,0.1658,0.9366,124.13598537445068,52.8,1,P6:品質ばらつき大,Low
00000013_028,model1_TAA_standard,E:\Analysis\images_base\00000013_028.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_028_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9658,0.9927,36.6,0.1538,2.14,-59.4,51.67,-0.5,7.434,2.54,0.48,-30.1,281.6,59.81,341.41,0.97,0.4138281830499006,4.073353400453925,0.9545,0.0894,0.1475,0.7316,121.07056903839111,54.1,1,P2:シャープ高×Noise高,Low
00000013_029,model1_TAA_standard,E:\Analysis\images_base\00000013_029.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_029_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9624,0.9931,38.03,0.1537,1.0,-65.4,48.44,0.1,7.257,2.0,0.19,-44.7,221.99,49.77,271.76,0.91,0.4292865620128702,3.3583018323406577,0.9521,0.1008,0.207,0.7725,118.64317035675047,52.4,2,"P6:品質ばらつき大, P7:Entropy低×高周波高",Low
00000013_030,model1_TAA_standard,E:\Analysis\images_base\00000013_030.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_030_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9622,0.9933,36.8,0.1442,1.35,-71.0,51.45,-0.0,7.216,2.1,0.27,-52.8,239.82,48.88,288.7,0.92,0.4371168289089285,3.5062043834477663,0.9498,0.1034,0.1773,0.5874,119.42597579956056,53.0,2,"P6:品質ばらつき大, P7:Entropy低×高周波高",Low
00000013_031,model1_TAA_standard,E:\Analysis\images_base\00000013_031.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_031_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9698,0.9931,36.26,0.1521,1.9,-67.3,56.67,-0.8,7.315,2.46,0.63,-27.6,286.37,64.83,351.2,0.94,0.3872685486502024,4.549506325274706,0.9607,0.08,0.1622,0.8863,124.8398780822754,55.3,0,None,Normal
00000013_032,model1_TAA_standard,E:\Analysis\images_base\00000013_032.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_032_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9783,0.993,35.56,0.1175,1.84,-70.5,50.14,-1.2,7.121,2.49,0.43,-44.9,263.92,56.3,320.22,0.93,0.4312541928244814,3.6281685763970017,0.9653,0.0941,0.0824,0.9933,160.5895586013794,52.7,4,"P1:SSIM高×PSNR低, P2:シャープ高×Noise高, P6:品質ばらつき大, P7:Entropy低×高周波高",Medium
00000013_033,model1_TAA_standard,E:\Analysis\images_base\00000013_033.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_033_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9348,0.9894,36.81,0.2016,2.37,5.5,65.4,0.9,7.71,3.34,0.8,62.5,444.77,51.65,496.42,1.2,0.4447058369573343,5.481389220803976,0.9346,0.0714,0.3865,0.3709,99.33999538421632,58.2,8,"P2:シャープ高×Noise高, P3:エッジ高×品質低, P4:Artifacts高, P9:MS-SSIM低×SSIM低, 単独:Low HistCorr, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00000013_034,model1_TAA_standard,E:\Analysis\images_base\00000013_034.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_034_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9387,0.9891,37.38,0.2302,1.64,-27.3,66.0,0.2,7.796,3.03,0.55,32.6,393.63,51.74,445.37,1.15,0.4215818214242429,5.251170974224806,0.9368,0.0581,0.2079,0.6092,112.7637424468994,58.1,7,"P2:シャープ高×Noise高, P4:Artifacts高, P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00000013_035,model1_TAA_standard,E:\Analysis\images_base\00000013_035.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_035_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9464,0.9908,37.5,0.2027,1.28,-38.6,65.01,0.2,7.755,2.88,0.47,31.6,376.49,52.04,428.53,1.11,0.4077931876393769,5.3122868947684765,0.9455,0.0534,0.356,0.7417,106.29594993591309,58.0,3,"P4:Artifacts高, 単独:High Noise, 単独:High Artifacts",Medium
00000013_036,model1_TAA_standard,E:\Analysis\images_base\00000013_036.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_036_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9361,0.9901,37.45,0.2043,1.55,-19.9,64.06,0.4,7.703,2.88,0.57,70.0,382.96,49.16,432.12,1.12,0.4203424240019307,5.267967497929931,0.9341,0.0777,0.2142,0.44,101.90464687347412,57.8,4,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:High Noise, 単独:High Artifacts",Medium
00000013_037,model1_TAA_standard,E:\Analysis\images_base\00000013_037.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_037_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9311,0.9901,37.59,0.2047,1.69,-23.0,68.16,0.3,7.666,2.89,0.61,45.3,380.03,51.87,431.9,1.11,0.4189353194728545,5.304699651896954,0.9302,0.0752,0.3607,0.2357,106.80461978912354,58.4,6,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low SSIM, 単独:Low HistCorr, 単独:High Noise, 単独:High Artifacts",High
00000013_038,model1_TAA_standard,E:\Analysis\images_base\00000013_038.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_038_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9398,0.9899,37.32,0.2269,1.83,-27.8,65.15,-0.3,7.759,2.98,0.64,37.6,384.79,51.21,436.0,1.1,0.4190943232178368,5.405173860490322,0.9383,0.0546,0.1455,0.5693,112.33060932159424,58.2,5,"P2:シャープ高×Noise高, P4:Artifacts高, P9:MS-SSIM低×SSIM低, 単独:High Noise, 単独:High Artifacts",High
00000013_039,model1_TAA_standard,E:\Analysis\images_base\00000013_039.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_039_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9275,0.9904,37.5,0.2035,1.51,-30.3,66.79,0.4,7.6,2.74,0.48,36.8,348.09,49.19,397.28,1.1,0.412866160425527,5.123364357277751,0.9254,0.0889,0.2814,0.1971,102.7568130493164,57.9,7,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr, 単独:High Noise, 単独:High Artifacts",High
00000013_040,model1_TAA_standard,E:\Analysis\images_base\00000013_040.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_040_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9389,0.9887,37.97,0.2529,1.59,-19.1,64.0,-0.4,7.835,2.82,0.55,61.2,368.66,53.2,421.86,1.12,0.4084119876791705,5.119049213826656,0.9392,0.0359,0.3752,0.8789,117.23742771148682,57.8,6,"P2:シャープ高×Noise高, P4:Artifacts高, P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High Noise, 単独:High Artifacts",High
00000013_041,model1_TAA_standard,E:\Analysis\images_base\00000013_041.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_041_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9366,0.9905,37.78,0.2141,1.48,-25.2,65.39,0.0,7.681,2.72,0.57,49.7,353.25,52.37,405.62,1.09,0.4151056306906507,5.266939653083682,0.9353,0.0714,0.2626,0.3891,106.58160877227785,58.0,5,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low HistCorr, 単独:High Noise, 単独:High Artifacts",High
00000013_042,model1_TAA_standard,E:\Analysis\images_base\00000013_042.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_042_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9375,0.9894,37.87,0.2395,1.58,-18.9,64.96,-0.3,7.756,2.76,0.57,62.4,364.94,54.08,419.02,1.1,0.4109790110504067,5.203527705743909,0.9378,0.0432,0.4123,0.5433,108.8242130279541,57.9,5,"P2:シャープ高×Noise高, P4:Artifacts高, P9:MS-SSIM低×SSIM低, 単独:High Noise, 単独:High Artifacts",High
00000013_043,model1_TAA_standard,E:\Analysis\images_base\00000013_043.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_043_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9286,0.9904,38.39,0.2203,1.2,-30.3,68.66,-0.1,7.55,2.41,0.46,77.6,335.55,55.77,391.32,1.05,0.4048392908153438,5.057854447513819,0.9275,0.0709,0.3556,0.1747,114.31051635742188,58.0,5,"P4:Artifacts高, 単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr, 単独:High Artifacts",High
00000013_044,model1_TAA_standard,E:\Analysis\images_base\00000013_044.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_044_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.926,0.9903,37.33,0.2049,1.73,-17.8,67.58,0.2,7.522,2.78,0.59,47.5,357.88,52.72,410.6,1.1,0.4193827170626962,5.413009990006685,0.9236,0.0913,0.2809,0.2585,99.88201332092284,58.2,7,"P2:シャープ高×Noise高, P4:Artifacts高, 単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr, 単独:High Noise, 単独:High Artifacts",High
00000013_045,model1_TAA_standard,E:\Analysis\images_base\00000013_045.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_045_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9392,0.9901,35.99,0.2201,1.88,-12.8,64.87,0.1,7.808,3.17,0.76,40.1,373.64,57.59,431.23,1.16,0.4117790912297456,5.9013464860618114,0.9384,0.0611,0.2758,0.6415,113.27730369567873,59.0,6,"P2:シャープ高×Noise高, P3:エッジ高×品質低, P4:Artifacts高, 単独:High Noise, 単独:High Artifacts, 単独:High DeltaE",High
00000013_046,model1_TAA_standard,E:\Analysis\images_base\00000013_046.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000013_046_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9477,0.99,37.0,0.2302,1.29,-29.7,61.53,0.0,7.727,2.83,0.61,53.0,335.37,54.76,390.13,1.12,0.3952714701119888,5.28190135024488,0.945,0.0537,0.1506,0.8582,115.71635723114014,57.6,3,"P4:Artifacts高, 単独:High Noise, 単独:High Artifacts",Medium
00000014_000,model1_TAA_standard,E:\Analysis\images_base\00000014_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000014_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9832,0.994,42.0,0.0888,0.43,-22.4,60.01,-1.3,7.374,2.03,0.13,16.2,221.17,52.7,273.87,0.85,0.3374645698649204,3.4702231641858816,0.9823,0.0193,0.5616,0.8773,156.3192596435547,54.4,0,None,Normal
00000015_000,model1_TAA_standard,E:\Analysis\images_base\00000015_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00000015_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9738,0.9933,35.97,0.1352,0.43,-91.6,48.18,-0.4,7.35,1.87,0.17,-71.9,146.24,52.15,198.39,0.88,0.3073993506420385,2.505462770350277,0.9557,0.1141,0.1054,0.9689,166.2145175933838,51.5,3,"P6:品質ばらつき大, 単独:Low Texture, 単独:High LocalQualityStd",Medium
